,0,1,2
2667,elude,"{'Verb': ['escape, either physically or mentally', 'be incomprehensible to; escape understanding by', 'avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues']}","['evade', 'escape', 'get away', 'bilk', 'break loose']"
2668,pall,"{'Noun': ['a sudden numbing dread', 'burial garment in which a corpse is wrapped', 'hanging cloth used as a blind (especially for a window'], 'Verb': ['become less interesting or attractive', 'cause to lose courage', 'cover with a pall', 'cause surfeit through excess though initially pleasing', 'cause to become flat', 'lose sparkle or bouquet', 'lose strength or effectiveness; become or appear boring, insipid, or tiresome (to', 'lose interest or become bored with something or somebody']}","['dull', 'change']"
2669,maverick,"{'Noun': ['someone who exhibits great independence in thought and action', 'an unbranded range animal (especially a stray calf'], 'Adjective': ['independent in behavior or thought']}",['calf']
2670,scurvy,"{'Noun': ['a condition caused by deficiency of ascorbic acid (vitamin C'], 'Adjective': ['of the most contemptible kind']}","['low', 'abject', 'low-down', 'miserable', 'contemptible', 'scummy']"
2671,largess,"{'Noun': ['a gift or money given (as for service or out of benevolence', 'liberality in bestowing gifts; extremely liberal and generous of spirit']}","['liberalness', 'munificence', 'magnanimity', 'openhandedness', 'liberality', 'largesse']"
2672,divert,"{'Verb': ['turn aside; turn away from', 'send on a course or in a direction different from the planned or intended one', 'occupy in an agreeable, entertaining or pleasant fashion', 'withdraw (money']}","['route', 'direct', 'deviate', 'send']"
2673,mettle,{'Noun': ['the courage to carry on']},"['nerve', 'braveness', 'spunk', 'bravery', 'heart', 'courage', 'courageousness']"
2674,lissome,{'Adjective': ['gracefully thin and bending and moving with ease']},"['lithesome', 'slender', 'supple', 'graceful', 'lissom', 'lithe', 'svelte', 'sylphlike']"
2675,vituperate,{'Verb': ['spread negative information about']},"['revile', 'vilify', 'blackguard', 'rail', 'clapperclaw', 'shout', 'abuse']"
2676,ensorcelled,"{'Adjective': ['captured, as if under a spell']}","['bewitched', 'enchanted']"
2677,pugilist,{'Noun': ['someone who fights with his fists for sport']},"['heavyweight', 'palooka', 'junior middleweight', 'prizefighter', 'fighter', 'lightweight', 'boxer', 'scrapper', 'light flyweight', 'bantamweight', 'welterweight', 'light middleweight', 'light welterweight', 'slogger', 'gladiator', 'stumblebum', 'junior featherweight', 'flyweight', 'middleweight', 'sparring partner', 'slugger', 'puncher', 'combatant', 'light heavyweight', 'junior lightweight', 'super heavyweight', 'junior welterweight', 'belligerent', 'sparring mate', 'featherweight', 'battler']"
2678,coin,"{'Noun': ['a flat metal piece (usually a disc'], 'Verb': ['make up', 'form by stamping, punching, or printing']}","['half crown', 'sixpence', 'bezant', 'real', 'doubloon', 'sou', 'denier', 'mintage', 'medallion', 'quarter', 'tenpence', 'half eagle', 'nickel', 'halfpenny', 'specie', ""louis d'or"", 'Maundy money', 'fifty-cent piece', 'coinage', 'cent', 'solidus', ""ha'penny"", 'farthing', 'tuppence', 'metal money', 'centime', 'double eagle', 'fourpence', 'slug', 'eagle', 'twopence', 'ducat', 'byzant', 'reverse', 'piece of eight', 'stater', 'tail', 'fivepence', 'half dollar', 'guinea', 'threepence', 'shilling', 'eightpence', 'obverse', 'change', 'groat', 'head', 'verso', 'dime', 'bezzant', 'ninepence', 'tanner', 'bawbee', 'penny', 'crown', 'dollar']"
2679,construe,{'Verb': ['make sense of; assign a meaning to']},"['allegorize', 'literalise', 'misapprehend', 'interpret', 'mythicize', 'misinterpret', 'take', 'view', 'consider', 'draw out', 'see', 'misunderstand', 'literalize', 'be amiss', 'read', 'reinterpret', 'scan', 'educe', 'extract', 'misconstrue', 'evoke', 'spiritualise', 'regard', 'allegorise', 'understand', 'reckon', 'mythicise', 'read between the lines', 'elicit', 'misconceive', 'spiritualize']"
2680,penchant,{'Noun': ['a strong liking']},"['predilection', 'weakness', 'liking', 'acquired taste', 'taste', 'preference']"
2681,pedant,{'Noun': ['a person who pays more attention to formal rules and book learning than they merit']},"['scholastic', 'purist', 'scholar', 'bookman', 'student', 'bookworm', 'scholarly person']"
2682,ogle,{'Verb': ['look at with amorous intentions']},['look']
2683,clinch,"{'Noun': ['(boxing', 'a small slip noose made with seizing', 'the flattened part of a nail or bolt or rivet', 'a device (generally used by carpenters', 'a tight or amorous embrace'], 'Verb': ['secure or fasten by flattening the ends of nails or bolts', 'hold a boxing opponent with one or both arms so as to prevent punches', 'hold in a tight grasp', 'embrace amorously', 'flatten the ends (of nails and rivets', 'settle conclusively']}","['fix', 'fasten', 'secure']"
2684,dire,"{'Adjective': ['fraught with extreme danger; nearly hopeless', 'causing fear or dread or terror']}","['desperate', 'critical']"
2685,query,"{'Noun': ['an instance of questioning'], 'Verb': ['pose a question']}","['interpellate', 'check out', 'feel out', 'inquire', 'examine', 'debrief', 'pump', 'wonder', 'question', 'ask', 'sound out', 'enquire']"
2686,aggregate,"{'Noun': ['the whole amount', 'material such as sand or gravel used with cement and water to make concrete, mortar, or plaster', 'a sum total of many heterogenous things taken together'], 'Verb': ['amount in the aggregate to', 'gather in a mass, sum, or whole'], 'Adjective': ['formed of separate units gathered into a mass or whole', 'composed of a dense cluster of separate units such as carpels or florets or drupelets']}","['aggregative', 'mass', 'collective', 'aggregated']"
2687,indeterminate,"{'Adjective': ['not precisely determined or established; not fixed or known in advance', 'having a capacity for continuing to grow at the apex', 'of uncertain or ambiguous nature', 'or indeterminate', '(of a quantity', 'not leading to a definite ending or result']}","['undetermined', 'cost-plus', 'inconclusive', 'open-ended', 'undeterminable', 'uncertain', 'indeterminable']"
2688,apologist,{'Noun': ['a person who argues to defend or justify some policy or institution']},"['advocate', 'vindicator', 'advocator', 'justifier', 'proponent', 'exponent']"
2689,kindred,"{'Noun': ['group of people related by blood or marriage'], 'Adjective': ['similar in quality or character', 'related by blood or marriage']}","['akin', 'similar']"
2690,temperate,"{'Adjective': ['(of weather or climate', 'not extreme in behavior', 'not extreme']}","['clement', 'cold-temperate', 'equable']"
2691,vilify,{'Verb': ['spread negative information about']},"['revile', 'blackguard', 'vituperate', 'rail', 'clapperclaw', 'shout', 'abuse']"
2692,tepid,"{'Adjective': ['moderately warm', 'feeling or showing little interest or enthusiasm']}","['warm', 'lukewarm']"
2693,sedition,{'Noun': ['an illegal action inciting resistance to lawful authority and tending to cause the disruption or overthrow of the government']},"['infraction', 'infringement', 'misdemeanor', 'violation', 'misdemeanour']"
2694,deplete,{'Verb': ['use up (resources or materials']},"['consume', 'eat up', 'take', 'run down', 'burn off', 'expend', 'use up', 'eat', 'run through', 'wipe out', 'tire', 'drain', 'sap', 'burn up', 'spend', 'exhaust', 'indulge', 'luxuriate', 'burn', 'run out', 'occupy', 'drop', 'play out']"
2695,deviation,"{'Noun': ['a variation that deviates from the standard or norm', 'the difference between an observed value and the expected value of a variable or function', 'the error of a compass due to local magnetic disturbances', 'deviate behavior', 'a turning aside (of your course or attention or concern']}","['difference', 'inflection', 'divergence', 'variant', 'departure', 'discrepancy', 'driftage', 'flexion', 'variance', 'fluctuation', 'variation', 'flection']"
2696,constituent,"{'Noun': ['an artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system', 'a member of a constituency; a citizen who is represented in a government by officials for whom he or she votes', 'something determined in relation to something that includes it', '(grammar', 'an abstract part of something'], 'Adjective': ['constitutional in the structure of something (especially your physical makeup']}","['pixel', 'retrofit', 'audio', 'appurtenance', 'accessory', 'add-on', 'ingredient', 'picture element', 'heating element', 'input', 'improver', 'car part', 'part', 'auto part', 'computer hardware', 'spare part', 'portion', 'component', 'module', 'supplement', 'spare', 'spark gap', 'hardware', 'pel', 'making', 'landside', 'addition', 'crystal', 'element']"
2697,disabuse,{'Verb': ['free somebody (from an erroneous belief']},['inform']
2698,slatternly,{'Adjective': ['characteristic of or befitting a slut or slattern; used especially of women']},"['untidy', 'sluttish', 'blowzy', 'blowsy']"
2699,coherence,"{'Noun': ['the state of cohering or sticking together', 'logical and orderly and consistent relation of parts']}","['understandability', 'coherency', 'comprehensibility']"
2700,nice,"{'Noun': ['a city in southeastern France on the Mediterranean; the leading resort on the French Riviera'], 'Adjective': ['pleasant or pleasing or agreeable in nature or appearance', 'socially or conventionally correct; refined or virtuous', 'done with delicacy and skill', 'excessively fastidious and easily disgusted', 'exhibiting courtesy and politeness']}","['good', 'niceness', 'pleasant']"
2701,obviate,"{'Verb': ['do away with', 'prevent the occurrence of; prevent from happening']}","['preclude', 'foreclose', 'prevent', 'avoid', 'ward off', 'fend off', 'forestall', 'avert', 'head off', 'debar', 'deflect', 'forfend', 'forefend', 'forbid', 'stave off']"
2702,sentient,"{'Adjective': ['endowed with feeling and unstructured consciousness', 'consciously perceiving']}","['sentience', 'animate', 'sensate']"
2703,ingrate,{'Noun': ['a person who shows no gratitude']},"['unwelcome person', 'persona non grata', 'ungrateful person', 'thankless wretch']"
2704,incisive,"{'Adjective': ['having or demonstrating ability to recognize or draw fine distinctions', 'suitable for cutting or piercing']}","['acute', 'keen', 'sharp', 'penetrating', 'piercing', 'penetrative', 'discriminating', 'perceptive', 'knifelike']"
2705,dalliance,"{'Noun': ['the deliberate act of delaying and playing instead of working', 'playful behavior intended to arouse sexual interest']}","['frolic', 'coquetry', 'flirt', 'romp', 'gambol', 'caper', 'play', 'toying', 'flirting', 'flirtation']"
2706,prognostication,"{'Noun': ['a sign of something about to happen', 'a statement made about the future', 'knowledge of the future (usually said to be obtained from a divine source']}","['preindication', 'sign', 'foreboding', 'presage', 'omen', 'auspice', 'death knell', 'augury', 'prodigy', 'foretoken', 'prognostic', 'portent']"
2707,uncouth,{'Adjective': ['lacking refinement or cultivation or taste']},"['rough-cut', 'unrefined', 'coarse', 'common', 'vulgar']"
2708,solicitude,{'Noun': ['a feeling of excessive concern']},"['solicitousness', 'concern']"
2709,striated,{'Verb': ['mark with striae or striations']},['mark']
2710,dictate,"{'Noun': ['an authoritative rule', 'a guiding principle'], 'Verb': ['issue commands or orders for', 'say out loud for the purpose of recording', 'rule as a dictator']}","['prescribe', 'order', 'bring down', 'mandate', 'visit', 'inflict', 'impose']"
2711,unctuous,{'Adjective': ['unpleasantly and excessively suave or ingratiating in manner or speech']},"['fulsome', 'buttery', 'insincere', 'oily', 'oleaginous', 'soapy', 'smarmy']"
2712,declaim,"{'Verb': ['recite in elocution', 'speak against in an impassioned manner']}","['execute', 'utter', 'verbalize', 'speak', 'mouth', 'scan', 'verbalise', 'do', 'talk', 'perorate', 'recite', 'perform', 'elocute']"
2713,recluse,"{'Noun': ['one who lives in solitude'], 'Adjective': ['withdrawn from society; seeking solitude']}","['loner', 'solitary', 'solitudinarian', 'troglodyte', 'lone wolf', 'lone hand', 'hermit']"
2714,recrudescent,{'Adjective': ['the revival of an unfortunate situation after a period of abatement']},['revived']
2715,inkling,{'Noun': ['a slight suggestion or vague understanding']},"['glimmering', 'glimmer', 'suggestion', 'intimation']"
2716,maculate,"{'Verb': ['make dirty or spotty, as by exposure to air; also used metaphorically', 'spot, stain, or pollute'], 'Adjective': ['morally blemished; stained or impure', 'spotted or blotched']}","['dirty', 'soiled', 'unclean']"
2717,woeful,"{'Adjective': ['affected by or full of grief or woe', 'of very poor quality or condition']}","['woebegone', 'sorrowful']"
